query_id,warehouse_name,user_name,role_name,start_time,end_time,total_elapsed_ms,bytes_scanned,rows_produced,query_text
Q21-041,WH_CORE,chloe,DATA_ENGINEER,2024-01-22T16:29:00,2024-01-22T16:29:02.454000,2454,4451781,1755,select count(*) from sales where order_date >= '2024-01-22'
Q21-042,WH_FINOPS,ben,SECURITY,2024-01-22T10:24:00,2024-01-22T10:24:04.273000,4273,604402,3803,select * from inventory where updated_at >= '2024-01-22'
Q21-043,WH_SCIENCE,chloe,SYSADMIN,2024-01-22T00:12:00,2024-01-22T00:12:03.821000,3821,5522184,2454,"select region, sum(revenue) from revenue group by 1"
Q21-044,WH_CORE,chloe,SYSADMIN,2024-01-22T06:21:00,2024-01-22T06:21:03.343000,3343,5958065,82,select count(*) from sales where order_date >= '2024-01-22'
Q21-045,WH_SCIENCE,ben,SECURITY,2024-01-22T02:53:00,2024-01-22T02:53:04.384000,4384,8638834,1269,create temporary table stage_21 as select * from raw_events
Q21-046,WH_CORE,ava,SECURITY,2024-01-22T05:18:00,2024-01-22T05:18:02.099000,2099,3803248,3865,create temporary table stage_21 as select * from raw_events
Q21-047,WH_INGEST,chloe,DATA_ENGINEER,2024-01-22T14:37:00,2024-01-22T14:37:01.542000,1542,4531152,900,create temporary table stage_21 as select * from raw_events
Q21-048,WH_SCIENCE,ben,ANALYST,2024-01-22T12:04:00,2024-01-22T12:04:03.605000,3605,107479,2952,select * from sessions where user_id = 'ben' limit 100
Q21-049,WH_CORE,chloe,ANALYST,2024-01-22T01:22:00,2024-01-22T01:22:01.145000,1145,6629383,3459,"select region, sum(revenue) from revenue group by 1"
Q21-050,WH_CORE,frank,ANALYST,2024-01-22T06:47:00,2024-01-22T06:47:03.976000,3976,4469377,983,create temporary table stage_21 as select * from raw_events
Q21-051,WH_SCIENCE,diego,FINOPS,2024-01-22T23:16:00,2024-01-22T23:16:01.093000,1093,5460711,3285,select * from inventory where updated_at >= '2024-01-22'
Q21-052,WH_SCIENCE,ava,ANALYST,2024-01-22T03:40:00,2024-01-22T03:40:00.223000,223,2126002,1284,"select region, sum(revenue) from revenue group by 1"
Q21-053,WH_FINOPS,frank,SYSADMIN,2024-01-22T08:04:00,2024-01-22T08:04:00.476000,476,5750173,3529,select * from inventory where updated_at >= '2024-01-22'
Q21-054,WH_CORE,diego,SECURITY,2024-01-22T09:52:00,2024-01-22T09:52:02.361000,2361,8162539,686,create temporary table stage_21 as select * from raw_events
Q21-055,WH_ANALYTICS,ben,FINOPS,2024-01-22T17:27:00,2024-01-22T17:27:01.580000,1580,4195358,2313,select count(*) from sales where order_date >= '2024-01-22'
Q21-056,WH_INGEST,ben,TEMP_ROLE,2024-01-22T22:44:00,2024-01-22T22:44:03.565000,3565,3338808,3892,select count(*) from sales where order_date >= '2024-01-22'
Q21-057,WH_FINOPS,ben,FINOPS,2024-01-22T06:26:00,2024-01-22T06:26:01.268000,1268,3858428,996,select * from sessions where user_id = 'ben' limit 100
Q21-058,WH_SCIENCE,chloe,SYSADMIN,2024-01-22T06:33:00,2024-01-22T06:33:01.247000,1247,7162177,154,select * from inventory where updated_at >= '2024-01-22'
Q21-059,WH_ANALYTICS,ava,SYSADMIN,2024-01-22T12:58:00,2024-01-22T12:58:03.386000,3386,8817554,2520,select * from sessions where user_id = 'ava' limit 100
Q22-000,WH_ANALYTICS,diego,DATA_ENGINEER,2024-01-23T16:21:00,2024-01-23T16:21:00.552000,552,8564093,3508,select count(*) from sales where order_date >= '2024-01-23'
Q22-001,WH_INGEST,chloe,SYSADMIN,2024-01-23T12:24:00,2024-01-23T12:24:02.348000,2348,5899214,3434,select * from sessions where user_id = 'chloe' limit 100
Q22-002,WH_INGEST,ben,SYSADMIN,2024-01-23T01:23:00,2024-01-23T01:23:00.054000,54,884606,2644,select * from sessions where user_id = 'ben' limit 100
Q22-003,WH_INGEST,chloe,SECURITY,2024-01-23T20:42:00,2024-01-23T20:42:00.875000,875,7239428,1524,"select region, sum(revenue) from revenue group by 1"
Q22-004,WH_SCIENCE,chloe,DATA_ENGINEER,2024-01-23T10:23:00,2024-01-23T10:23:00.963000,963,1635497,121,select * from inventory where updated_at >= '2024-01-23'
Q22-005,WH_ANALYTICS,chloe,DATA_ENGINEER,2024-01-23T12:20:00,2024-01-23T12:20:04.382000,4382,6244284,1961,"select region, sum(revenue) from revenue group by 1"
Q22-006,WH_ANALYTICS,diego,FINOPS,2024-01-23T02:58:00,2024-01-23T02:58:00.921000,921,2199181,4940,select count(*) from sales where order_date >= '2024-01-23'
Q22-007,WH_CORE,frank,FINOPS,2024-01-23T06:30:00,2024-01-23T06:30:01.630000,1630,7488776,818,select count(*) from sales where order_date >= '2024-01-23'
Q22-008,WH_FINOPS,chloe,FINOPS,2024-01-23T10:17:00,2024-01-23T10:17:03.934000,3934,3398982,4380,select * from sessions where user_id = 'chloe' limit 100
Q22-009,WH_CORE,ben,ANALYST,2024-01-23T14:16:00,2024-01-23T14:16:02.118000,2118,5837390,3008,create temporary table stage_22 as select * from raw_events
Q22-010,WH_CORE,ava,SECURITY,2024-01-23T16:28:00,2024-01-23T16:28:03.482000,3482,8797280,4137,select count(*) from sales where order_date >= '2024-01-23'
Q22-011,WH_ANALYTICS,chloe,FINOPS,2024-01-23T23:46:00,2024-01-23T23:46:01.106000,1106,4869627,382,select * from inventory where updated_at >= '2024-01-23'
Q22-012,WH_CORE,ben,TEMP_ROLE,2024-01-23T13:34:00,2024-01-23T13:34:04.105000,4105,8943361,4216,select count(*) from sales where order_date >= '2024-01-23'
Q22-013,WH_ANALYTICS,ellen,SECURITY,2024-01-23T13:06:00,2024-01-23T13:06:03.246000,3246,6735129,4984,"select region, sum(revenue) from revenue group by 1"
Q22-014,WH_ANALYTICS,ava,ANALYST,2024-01-23T05:27:00,2024-01-23T05:27:01.834000,1834,158668,4210,create temporary table stage_22 as select * from raw_events
Q22-015,WH_FINOPS,frank,TEMP_ROLE,2024-01-23T17:55:00,2024-01-23T17:55:02.170000,2170,5100377,1814,"select region, sum(revenue) from revenue group by 1"
Q22-016,WH_INGEST,ava,FINOPS,2024-01-23T05:50:00,2024-01-23T05:50:01.884000,1884,775250,4380,select * from sessions where user_id = 'ava' limit 100
Q22-017,WH_INGEST,frank,SYSADMIN,2024-01-23T05:03:00,2024-01-23T05:03:02.325000,2325,2240889,2225,select count(*) from sales where order_date >= '2024-01-23'
Q22-018,WH_ANALYTICS,ellen,ANALYST,2024-01-23T03:57:00,2024-01-23T03:57:00.061000,61,5839443,4967,"select region, sum(revenue) from revenue group by 1"
Q22-019,WH_INGEST,frank,SYSADMIN,2024-01-23T18:44:00,2024-01-23T18:44:02.213000,2213,2251630,3355,select * from inventory where updated_at >= '2024-01-23'
Q22-020,WH_INGEST,ava,DATA_ENGINEER,2024-01-23T21:21:00,2024-01-23T21:21:00.135000,135,5974017,1806,"select region, sum(revenue) from revenue group by 1"
Q22-021,WH_ANALYTICS,ava,DATA_ENGINEER,2024-01-23T18:20:00,2024-01-23T18:20:00.921000,921,6418577,2118,select * from inventory where updated_at >= '2024-01-23'
Q22-022,WH_FINOPS,diego,ANALYST,2024-01-23T07:31:00,2024-01-23T07:31:02.706000,2706,4519606,1680,select * from inventory where updated_at >= '2024-01-23'
Q22-023,WH_SCIENCE,diego,ANALYST,2024-01-23T07:54:00,2024-01-23T07:54:03.604000,3604,6194753,1225,create temporary table stage_22 as select * from raw_events
Q22-024,WH_CORE,ben,SECURITY,2024-01-23T15:40:00,2024-01-23T15:40:01.565000,1565,2964644,1557,select * from inventory where updated_at >= '2024-01-23'
Q22-025,WH_SCIENCE,ben,TEMP_ROLE,2024-01-23T22:06:00,2024-01-23T22:06:02.360000,2360,363115,2550,select * from sessions where user_id = 'ben' limit 100
Q22-026,WH_ANALYTICS,frank,SECURITY,2024-01-23T20:44:00,2024-01-23T20:44:01.588000,1588,1175246,1185,select count(*) from sales where order_date >= '2024-01-23'
Q22-027,WH_SCIENCE,diego,ANALYST,2024-01-23T22:01:00,2024-01-23T22:01:03.347000,3347,1691644,4325,select * from sessions where user_id = 'diego' limit 100
Q22-028,WH_CORE,ava,FINOPS,2024-01-23T12:53:00,2024-01-23T12:53:03.195000,3195,357555,911,select count(*) from sales where order_date >= '2024-01-23'
Q22-029,WH_CORE,ben,ANALYST,2024-01-23T02:51:00,2024-01-23T02:51:02.242000,2242,2403028,4922,select count(*) from sales where order_date >= '2024-01-23'
Q22-030,WH_CORE,ellen,SYSADMIN,2024-01-23T11:33:00,2024-01-23T11:33:00.746000,746,3404393,1150,create temporary table stage_22 as select * from raw_events
Q22-031,WH_FINOPS,ben,SECURITY,2024-01-23T10:29:00,2024-01-23T10:29:02.767000,2767,8044749,1275,select * from sessions where user_id = 'ben' limit 100
Q22-032,WH_CORE,frank,FINOPS,2024-01-23T09:07:00,2024-01-23T09:07:01.058000,1058,365809,374,select count(*) from sales where order_date >= '2024-01-23'
Q22-033,WH_FINOPS,ava,DATA_ENGINEER,2024-01-23T17:27:00,2024-01-23T17:27:03.452000,3452,2389596,19,select * from sessions where user_id = 'ava' limit 100
Q22-034,WH_CORE,diego,ANALYST,2024-01-23T13:09:00,2024-01-23T13:09:01.257000,1257,5937556,2359,select * from sessions where user_id = 'diego' limit 100
Q22-035,WH_SCIENCE,frank,TEMP_ROLE,2024-01-23T03:50:00,2024-01-23T03:50:04.078000,4078,2854728,912,select * from sessions where user_id = 'frank' limit 100
Q22-036,WH_CORE,chloe,DATA_ENGINEER,2024-01-23T02:36:00,2024-01-23T02:36:02.783000,2783,1995599,2963,select count(*) from sales where order_date >= '2024-01-23'
Q22-037,WH_CORE,ben,FINOPS,2024-01-23T06:04:00,2024-01-23T06:04:03.561000,3561,8909988,2753,select * from inventory where updated_at >= '2024-01-23'
Q22-038,WH_ANALYTICS,diego,TEMP_ROLE,2024-01-23T05:07:00,2024-01-23T05:07:02.520000,2520,4825154,2863,select count(*) from sales where order_date >= '2024-01-23'
Q22-039,WH_INGEST,frank,SECURITY,2024-01-23T12:35:00,2024-01-23T12:35:02.224000,2224,1291267,27,select * from sessions where user_id = 'frank' limit 100
Q22-040,WH_ANALYTICS,ben,DATA_ENGINEER,2024-01-23T13:19:00,2024-01-23T13:19:03.709000,3709,8036757,561,select count(*) from sales where order_date >= '2024-01-23'
Q22-041,WH_FINOPS,frank,SECURITY,2024-01-23T09:30:00,2024-01-23T09:30:01.235000,1235,1527449,2656,select * from sessions where user_id = 'frank' limit 100
Q22-042,WH_ANALYTICS,chloe,SECURITY,2024-01-23T10:53:00,2024-01-23T10:53:04.098000,4098,7120722,3952,create temporary table stage_22 as select * from raw_events
Q22-043,WH_FINOPS,chloe,TEMP_ROLE,2024-01-23T04:43:00,2024-01-23T04:43:02.064000,2064,6438781,3439,select * from inventory where updated_at >= '2024-01-23'
Q22-044,WH_SCIENCE,ellen,FINOPS,2024-01-23T16:48:00,2024-01-23T16:48:04.412000,4412,3870680,3160,select count(*) from sales where order_date >= '2024-01-23'
Q22-045,WH_FINOPS,diego,TEMP_ROLE,2024-01-23T17:59:00,2024-01-23T17:59:01.846000,1846,1473815,1936,"select region, sum(revenue) from revenue group by 1"
Q22-046,WH_CORE,ava,ANALYST,2024-01-23T12:22:00,2024-01-23T12:22:03.932000,3932,2251313,912,select count(*) from sales where order_date >= '2024-01-23'
Q22-047,WH_INGEST,ben,DATA_ENGINEER,2024-01-23T10:03:00,2024-01-23T10:03:03.821000,3821,2428271,4527,create temporary table stage_22 as select * from raw_events
Q22-048,WH_ANALYTICS,ben,ANALYST,2024-01-23T01:54:00,2024-01-23T01:54:01.178000,1178,1976890,1182,create temporary table stage_22 as select * from raw_events
Q22-049,WH_CORE,diego,TEMP_ROLE,2024-01-23T12:41:00,2024-01-23T12:41:00.493000,493,1788549,4774,select count(*) from sales where order_date >= '2024-01-23'
Q22-050,WH_SCIENCE,ben,FINOPS,2024-01-23T01:01:00,2024-01-23T01:01:01.253000,1253,6137781,1167,select count(*) from sales where order_date >= '2024-01-23'
Q22-051,WH_ANALYTICS,ava,SYSADMIN,2024-01-23T19:25:00,2024-01-23T19:25:03.461000,3461,2521838,1504,create temporary table stage_22 as select * from raw_events
Q22-052,WH_ANALYTICS,ellen,TEMP_ROLE,2024-01-23T23:50:00,2024-01-23T23:50:02.503000,2503,7898386,3381,"select region, sum(revenue) from revenue group by 1"
Q22-053,WH_SCIENCE,frank,TEMP_ROLE,2024-01-23T00:27:00,2024-01-23T00:27:02.399000,2399,1876744,1287,select count(*) from sales where order_date >= '2024-01-23'
Q22-054,WH_CORE,ben,FINOPS,2024-01-23T17:10:00,2024-01-23T17:10:01.363000,1363,192327,3257,create temporary table stage_22 as select * from raw_events
Q22-055,WH_SCIENCE,frank,FINOPS,2024-01-23T08:48:00,2024-01-23T08:48:04.161000,4161,5144397,1872,create temporary table stage_22 as select * from raw_events
Q22-056,WH_ANALYTICS,ava,DATA_ENGINEER,2024-01-23T17:48:00,2024-01-23T17:48:03.142000,3142,2109389,1745,create temporary table stage_22 as select * from raw_events
Q22-057,WH_FINOPS,ben,SYSADMIN,2024-01-23T13:23:00,2024-01-23T13:23:01.554000,1554,1305356,3847,create temporary table stage_22 as select * from raw_events
Q22-058,WH_INGEST,frank,TEMP_ROLE,2024-01-23T13:49:00,2024-01-23T13:49:03.166000,3166,2775293,457,"select region, sum(revenue) from revenue group by 1"
Q22-059,WH_SCIENCE,chloe,ANALYST,2024-01-23T03:42:00,2024-01-23T03:42:00.905000,905,1315411,2981,select * from inventory where updated_at >= '2024-01-23'
Q23-000,WH_INGEST,ben,SYSADMIN,2024-01-24T09:37:00,2024-01-24T09:37:01.383000,1383,1796178,545,select * from sessions where user_id = 'ben' limit 100
Q23-001,WH_FINOPS,chloe,SYSADMIN,2024-01-24T06:24:00,2024-01-24T06:24:01.702000,1702,553024,1978,"select region, sum(revenue) from revenue group by 1"
Q23-002,WH_CORE,ellen,FINOPS,2024-01-24T01:31:00,2024-01-24T01:31:04.013000,4013,776393,403,"select region, sum(revenue) from revenue group by 1"
Q23-003,WH_CORE,ava,DATA_ENGINEER,2024-01-24T12:10:00,2024-01-24T12:10:02.363000,2363,6689620,4107,select * from sessions where user_id = 'ava' limit 100
Q23-004,WH_INGEST,frank,SECURITY,2024-01-24T12:08:00,2024-01-24T12:08:01.111000,1111,1643762,2724,create temporary table stage_23 as select * from raw_events
Q23-005,WH_FINOPS,ellen,SYSADMIN,2024-01-24T05:07:00,2024-01-24T05:07:00.244000,244,6420771,3917,select * from inventory where updated_at >= '2024-01-24'
Q23-006,WH_CORE,ben,DATA_ENGINEER,2024-01-24T05:10:00,2024-01-24T05:10:03.843000,3843,1331253,774,select * from sessions where user_id = 'ben' limit 100
Q23-007,WH_ANALYTICS,frank,TEMP_ROLE,2024-01-24T04:48:00,2024-01-24T04:48:01.369000,1369,8425785,4239,select * from inventory where updated_at >= '2024-01-24'
Q23-008,WH_FINOPS,diego,DATA_ENGINEER,2024-01-24T04:28:00,2024-01-24T04:28:02.827000,2827,4889512,2961,select * from inventory where updated_at >= '2024-01-24'
Q23-009,WH_SCIENCE,frank,SYSADMIN,2024-01-24T23:18:00,2024-01-24T23:18:03.225000,3225,4021610,1720,select * from inventory where updated_at >= '2024-01-24'
Q23-010,WH_FINOPS,ben,SYSADMIN,2024-01-24T19:21:00,2024-01-24T19:21:04.125000,4125,1644202,132,select * from sessions where user_id = 'ben' limit 100
Q23-011,WH_INGEST,ava,FINOPS,2024-01-24T17:01:00,2024-01-24T17:01:00.820000,820,7640409,2579,select * from sessions where user_id = 'ava' limit 100
Q23-012,WH_INGEST,ava,ANALYST,2024-01-24T09:33:00,2024-01-24T09:33:03.026000,3026,5938539,740,select count(*) from sales where order_date >= '2024-01-24'
Q23-013,WH_ANALYTICS,diego,TEMP_ROLE,2024-01-24T08:48:00,2024-01-24T08:48:03.926000,3926,4305408,3631,select * from sessions where user_id = 'diego' limit 100
Q23-014,WH_CORE,diego,FINOPS,2024-01-24T01:21:00,2024-01-24T01:21:03.027000,3027,4818770,3294,create temporary table stage_23 as select * from raw_events
Q23-015,WH_FINOPS,ben,TEMP_ROLE,2024-01-24T15:02:00,2024-01-24T15:02:03.054000,3054,8607975,2579,"select region, sum(revenue) from revenue group by 1"
Q23-016,WH_CORE,diego,TEMP_ROLE,2024-01-24T17:16:00,2024-01-24T17:16:03.737000,3737,4419512,359,select * from inventory where updated_at >= '2024-01-24'
Q23-017,WH_CORE,ben,TEMP_ROLE,2024-01-24T19:08:00,2024-01-24T19:08:00.115000,115,2603123,872,"select region, sum(revenue) from revenue group by 1"
Q23-018,WH_SCIENCE,ellen,ANALYST,2024-01-24T13:37:00,2024-01-24T13:37:00.647000,647,3752179,3190,create temporary table stage_23 as select * from raw_events
Q23-019,WH_CORE,diego,DATA_ENGINEER,2024-01-24T15:59:00,2024-01-24T15:59:04.433000,4433,7808939,903,select count(*) from sales where order_date >= '2024-01-24'
Q23-020,WH_ANALYTICS,ava,TEMP_ROLE,2024-01-24T13:32:00,2024-01-24T13:32:03.598000,3598,3356568,3299,"select region, sum(revenue) from revenue group by 1"
Q23-021,WH_CORE,chloe,DATA_ENGINEER,2024-01-24T20:37:00,2024-01-24T20:37:04.033000,4033,3577426,3911,select count(*) from sales where order_date >= '2024-01-24'
Q23-022,WH_INGEST,ava,SECURITY,2024-01-24T18:36:00,2024-01-24T18:36:01.325000,1325,7894747,1202,select * from sessions where user_id = 'ava' limit 100
Q23-023,WH_INGEST,ava,FINOPS,2024-01-24T20:31:00,2024-01-24T20:31:03.165000,3165,1056902,2971,create temporary table stage_23 as select * from raw_events
Q23-024,WH_SCIENCE,ava,ANALYST,2024-01-24T07:13:00,2024-01-24T07:13:00.237000,237,7105426,2220,"select region, sum(revenue) from revenue group by 1"
Q23-025,WH_ANALYTICS,ben,SYSADMIN,2024-01-24T02:21:00,2024-01-24T02:21:02.293000,2293,6805921,679,"select region, sum(revenue) from revenue group by 1"
Q23-026,WH_SCIENCE,ellen,SECURITY,2024-01-24T07:18:00,2024-01-24T07:18:02.175000,2175,3098321,450,select count(*) from sales where order_date >= '2024-01-24'
Q23-027,WH_SCIENCE,chloe,DATA_ENGINEER,2024-01-24T05:36:00,2024-01-24T05:36:01.676000,1676,5869883,3443,create temporary table stage_23 as select * from raw_events
Q23-028,WH_SCIENCE,frank,FINOPS,2024-01-24T05:29:00,2024-01-24T05:29:03.628000,3628,5960750,4682,create temporary table stage_23 as select * from raw_events
Q23-029,WH_CORE,ellen,FINOPS,2024-01-24T06:46:00,2024-01-24T06:46:00.687000,687,2436274,2662,"select region, sum(revenue) from revenue group by 1"
Q23-030,WH_CORE,diego,ANALYST,2024-01-24T05:02:00,2024-01-24T05:02:04.141000,4141,5318442,940,create temporary table stage_23 as select * from raw_events
Q23-031,WH_INGEST,frank,FINOPS,2024-01-24T00:07:00,2024-01-24T00:07:03.740000,3740,2119184,3690,select * from inventory where updated_at >= '2024-01-24'
Q23-032,WH_CORE,ben,SYSADMIN,2024-01-24T06:24:00,2024-01-24T06:24:03.492000,3492,2796712,4932,create temporary table stage_23 as select * from raw_events
Q23-033,WH_ANALYTICS,ben,DATA_ENGINEER,2024-01-24T06:31:00,2024-01-24T06:31:00.167000,167,6221871,2990,select count(*) from sales where order_date >= '2024-01-24'
Q23-034,WH_INGEST,ellen,DATA_ENGINEER,2024-01-24T04:15:00,2024-01-24T04:15:04.138000,4138,7660368,3401,create temporary table stage_23 as select * from raw_events
Q23-035,WH_INGEST,ellen,DATA_ENGINEER,2024-01-24T14:32:00,2024-01-24T14:32:04.335000,4335,5644235,938,select * from sessions where user_id = 'ellen' limit 100
Q23-036,WH_SCIENCE,chloe,SECURITY,2024-01-24T06:02:00,2024-01-24T06:02:01.382000,1382,7322788,3135,"select region, sum(revenue) from revenue group by 1"
Q23-037,WH_SCIENCE,chloe,TEMP_ROLE,2024-01-24T21:10:00,2024-01-24T21:10:00.862000,862,1480022,860,select count(*) from sales where order_date >= '2024-01-24'
Q23-038,WH_CORE,diego,FINOPS,2024-01-24T03:32:00,2024-01-24T03:32:04.116000,4116,1682723,3648,select * from inventory where updated_at >= '2024-01-24'
Q23-039,WH_FINOPS,frank,SYSADMIN,2024-01-24T09:53:00,2024-01-24T09:53:03.495000,3495,3564607,1835,create temporary table stage_23 as select * from raw_events
Q23-040,WH_FINOPS,ava,SECURITY,2024-01-24T06:40:00,2024-01-24T06:40:03.896000,3896,2097766,2882,create temporary table stage_23 as select * from raw_events
Q23-041,WH_SCIENCE,frank,TEMP_ROLE,2024-01-24T13:30:00,2024-01-24T13:30:00.112000,112,6295479,1844,select * from inventory where updated_at >= '2024-01-24'
Q23-042,WH_INGEST,frank,DATA_ENGINEER,2024-01-24T09:01:00,2024-01-24T09:01:02.568000,2568,6967788,1988,select count(*) from sales where order_date >= '2024-01-24'
Q23-043,WH_SCIENCE,ava,SYSADMIN,2024-01-24T00:53:00,2024-01-24T00:53:01.306000,1306,6291485,4261,select * from inventory where updated_at >= '2024-01-24'
Q23-044,WH_INGEST,ben,DATA_ENGINEER,2024-01-24T19:31:00,2024-01-24T19:31:03.572000,3572,4067252,4562,create temporary table stage_23 as select * from raw_events
Q23-045,WH_ANALYTICS,frank,FINOPS,2024-01-24T13:25:00,2024-01-24T13:25:00.472000,472,7209144,1065,create temporary table stage_23 as select * from raw_events
Q23-046,WH_ANALYTICS,chloe,SECURITY,2024-01-24T17:39:00,2024-01-24T17:39:01.347000,1347,7348380,1902,select count(*) from sales where order_date >= '2024-01-24'
Q23-047,WH_ANALYTICS,ava,FINOPS,2024-01-24T21:33:00,2024-01-24T21:33:03.261000,3261,4375936,4539,select * from sessions where user_id = 'ava' limit 100
Q23-048,WH_INGEST,ava,ANALYST,2024-01-24T03:11:00,2024-01-24T03:11:00.260000,260,7348707,104,select * from inventory where updated_at >= '2024-01-24'
Q23-049,WH_ANALYTICS,ellen,SYSADMIN,2024-01-24T18:33:00,2024-01-24T18:33:00.695000,695,6425688,217,select * from sessions where user_id = 'ellen' limit 100
Q23-050,WH_SCIENCE,frank,TEMP_ROLE,2024-01-24T12:13:00,2024-01-24T12:13:01.578000,1578,4031865,1826,"select region, sum(revenue) from revenue group by 1"
Q23-051,WH_ANALYTICS,ben,FINOPS,2024-01-24T12:54:00,2024-01-24T12:54:02.183000,2183,878201,2262,select count(*) from sales where order_date >= '2024-01-24'
Q23-052,WH_ANALYTICS,ava,TEMP_ROLE,2024-01-24T21:47:00,2024-01-24T21:47:00.897000,897,1871122,3771,select * from inventory where updated_at >= '2024-01-24'
Q23-053,WH_CORE,ben,SYSADMIN,2024-01-24T09:38:00,2024-01-24T09:38:02.196000,2196,3040429,770,select count(*) from sales where order_date >= '2024-01-24'
Q23-054,WH_SCIENCE,ben,DATA_ENGINEER,2024-01-24T13:20:00,2024-01-24T13:20:00.874000,874,8248233,189,create temporary table stage_23 as select * from raw_events
Q23-055,WH_CORE,frank,SECURITY,2024-01-24T02:36:00,2024-01-24T02:36:01.772000,1772,7054872,3084,"select region, sum(revenue) from revenue group by 1"
Q23-056,WH_SCIENCE,ben,ANALYST,2024-01-24T10:11:00,2024-01-24T10:11:00.133000,133,3007703,4657,select * from inventory where updated_at >= '2024-01-24'
Q23-057,WH_CORE,chloe,SYSADMIN,2024-01-24T11:50:00,2024-01-24T11:50:04.014000,4014,94130,1307,select * from inventory where updated_at >= '2024-01-24'
Q23-058,WH_INGEST,ben,SYSADMIN,2024-01-24T20:41:00,2024-01-24T20:41:00.292000,292,396516,4253,select * from inventory where updated_at >= '2024-01-24'
Q23-059,WH_ANALYTICS,chloe,ANALYST,2024-01-24T03:55:00,2024-01-24T03:55:01.827000,1827,504887,2693,select * from sessions where user_id = 'chloe' limit 100
Q24-000,WH_ANALYTICS,frank,SYSADMIN,2024-01-25T23:36:00,2024-01-25T23:36:01.086000,1086,4499424,2251,create temporary table stage_24 as select * from raw_events
Q24-001,WH_ANALYTICS,chloe,SYSADMIN,2024-01-25T18:49:00,2024-01-25T18:49:02.461000,2461,7845693,4071,create temporary table stage_24 as select * from raw_events
Q24-002,WH_FINOPS,ben,SECURITY,2024-01-25T08:32:00,2024-01-25T08:32:01.466000,1466,3329815,2312,create temporary table stage_24 as select * from raw_events
Q24-003,WH_CORE,ellen,FINOPS,2024-01-25T10:38:00,2024-01-25T10:38:01.407000,1407,3463284,4006,create temporary table stage_24 as select * from raw_events
Q24-004,WH_SCIENCE,ellen,SECURITY,2024-01-25T09:16:00,2024-01-25T09:16:02.661000,2661,1814542,4984,create temporary table stage_24 as select * from raw_events
Q24-005,WH_SCIENCE,ellen,ANALYST,2024-01-25T12:02:00,2024-01-25T12:02:03.113000,3113,1088208,3691,select * from sessions where user_id = 'ellen' limit 100
Q24-006,WH_CORE,chloe,FINOPS,2024-01-25T20:01:00,2024-01-25T20:01:03.407000,3407,4933669,4957,select * from inventory where updated_at >= '2024-01-25'
Q24-007,WH_INGEST,ava,SECURITY,2024-01-25T03:54:00,2024-01-25T03:54:01.523000,1523,5423691,3527,select * from sessions where user_id = 'ava' limit 100
Q24-008,WH_INGEST,ava,ANALYST,2024-01-25T07:20:00,2024-01-25T07:20:03.094000,3094,6250525,1198,"select region, sum(revenue) from revenue group by 1"
Q24-009,WH_CORE,chloe,SYSADMIN,2024-01-25T23:29:00,2024-01-25T23:29:00.139000,139,5527512,1761,create temporary table stage_24 as select * from raw_events
Q24-010,WH_FINOPS,ben,DATA_ENGINEER,2024-01-25T19:10:00,2024-01-25T19:10:00.592000,592,6479141,2333,select * from inventory where updated_at >= '2024-01-25'
Q24-011,WH_ANALYTICS,ben,FINOPS,2024-01-25T03:30:00,2024-01-25T03:30:02.327000,2327,1265341,4711,create temporary table stage_24 as select * from raw_events
Q24-012,WH_SCIENCE,chloe,DATA_ENGINEER,2024-01-25T06:45:00,2024-01-25T06:45:01.664000,1664,843152,4056,create temporary table stage_24 as select * from raw_events
Q24-013,WH_CORE,diego,DATA_ENGINEER,2024-01-25T04:04:00,2024-01-25T04:04:01.066000,1066,7606473,1411,select * from inventory where updated_at >= '2024-01-25'
Q24-014,WH_INGEST,diego,FINOPS,2024-01-25T08:04:00,2024-01-25T08:04:00.224000,224,4792125,156,select * from inventory where updated_at >= '2024-01-25'
Q24-015,WH_CORE,chloe,SECURITY,2024-01-25T04:28:00,2024-01-25T04:28:03.349000,3349,630894,4380,select * from inventory where updated_at >= '2024-01-25'
Q24-016,WH_CORE,frank,DATA_ENGINEER,2024-01-25T00:33:00,2024-01-25T00:33:00.618000,618,7893502,789,create temporary table stage_24 as select * from raw_events
Q24-017,WH_INGEST,chloe,DATA_ENGINEER,2024-01-25T11:48:00,2024-01-25T11:48:03.329000,3329,1348271,4568,"select region, sum(revenue) from revenue group by 1"
Q24-018,WH_SCIENCE,ava,FINOPS,2024-01-25T13:25:00,2024-01-25T13:25:02.494000,2494,7636616,4051,select count(*) from sales where order_date >= '2024-01-25'
Q24-019,WH_INGEST,ava,FINOPS,2024-01-25T00:59:00,2024-01-25T00:59:01.885000,1885,812525,95,select * from sessions where user_id = 'ava' limit 100
Q24-020,WH_CORE,frank,DATA_ENGINEER,2024-01-25T14:52:00,2024-01-25T14:52:01.904000,1904,2865338,731,select * from sessions where user_id = 'frank' limit 100
Q24-021,WH_INGEST,ava,FINOPS,2024-01-25T23:29:00,2024-01-25T23:29:00.480000,480,4366836,362,select count(*) from sales where order_date >= '2024-01-25'
Q24-022,WH_CORE,ava,DATA_ENGINEER,2024-01-25T09:00:00,2024-01-25T09:00:02.747000,2747,6377900,2221,select * from sessions where user_id = 'ava' limit 100
